PassengerId,HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported,Deck,Cabin_num,Side
1153_01,Earth,True,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,Alfrey Corman,True,G,174,P
1154_01,Europa,True,TRAPPIST-1e,25.0,False,0.0,,0.0,,0.0,Celeb Ingascomet,True,B,43,P
1154_02,Europa,True,TRAPPIST-1e,32.0,False,0.0,0.0,0.0,0.0,0.0,Bahyon Ingascomet,True,B,43,P
1154_03,Europa,True,55 Cancri e,26.0,False,0.0,0.0,0.0,0.0,0.0,Cella Ingascomet,True,B,43,P
1155_01,Earth,False,TRAPPIST-1e,26.0,False,131.0,799.0,0.0,0.0,16.0,,False,F,233,P
1155_02,Earth,True,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,Jayne Hessey,True,G,175,P
1156_01,Europa,False,TRAPPIST-1e,27.0,False,0.0,2987.0,2.0,3072.0,67.0,Sterfik Motter,False,B,47,S
1156_02,Europa,True,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,Kocha Motter,True,B,47,S
1161_01,Europa,False,55 Cancri e,28.0,False,0.0,11330.0,72.0,43.0,461.0,Zanino Anderking,True,B,48,S
1161_02,Europa,False,55 Cancri e,19.0,False,0.0,1291.0,0.0,16139.0,687.0,Mirfark Anderking,False,B,48,S
1162_01,Europa,False,TRAPPIST-1e,31.0,False,0.0,1847.0,0.0,103.0,694.0,Menchah Radisiouss,True,C,45,S
1163_01,Earth,False,55 Cancri e,35.0,False,0.0,1328.0,5.0,0.0,7.0,,True,F,235,P
1165_01,Europa,False,55 Cancri e,46.0,False,0.0,7201.0,0.0,32.0,2587.0,Azhah Heermy,False,B,44,P
1165_02,Europa,False,TRAPPIST-1e,37.0,False,636.0,333.0,0.0,205.0,67.0,Kumark Heermy,False,B,44,P
1165_03,Europa,True,TRAPPIST-1e,29.0,False,0.0,0.0,0.0,0.0,0.0,Nusakab Waring,True,B,44,P
1165_04,Europa,True,TRAPPIST-1e,17.0,False,0.0,0.0,0.0,0.0,0.0,Okulas Waring,True,B,44,P
1166_01,Europa,False,55 Cancri e,30.0,False,0.0,3564.0,926.0,1.0,1920.0,Wasath Shoeweely,False,C,43,P
1167_01,Mars,True,TRAPPIST-1e,28.0,False,0.0,0.0,,0.0,0.0,Sugbix Terry,True,F,236,P
1168_01,Earth,False,TRAPPIST-1e,16.0,False,0.0,58.0,12.0,68.0,653.0,Brancy Hughriend,False,E,69,P
1169_01,Mars,,TRAPPIST-1e,40.0,False,2357.0,0.0,9.0,0.0,0.0,Tifet Sin,False,F,221,S
1170_01,Earth,False,TRAPPIST-1e,23.0,False,0.0,0.0,279.0,0.0,512.0,Samie Mcneiley,False,E,83,S
1173_01,Earth,False,PSO J318.5-22,24.0,,96.0,592.0,12.0,0.0,0.0,Ryany Gallandez,True,G,182,S
1174_01,Earth,True,TRAPPIST-1e,36.0,False,0.0,0.0,,0.0,0.0,Janita Lessonerry,True,G,176,P
1175_01,Mars,True,TRAPPIST-1e,34.0,False,0.0,0.0,0.0,0.0,0.0,Ers Brin,True,F,223,S
1177_01,Europa,True,TRAPPIST-1e,59.0,False,0.0,0.0,0.0,0.0,0.0,Kaffias Wasterivel,True,C,44,P
1178_01,Earth,False,TRAPPIST-1e,20.0,False,0.0,0.0,600.0,0.0,0.0,Walla Summington,False,F,224,S
1179_01,Europa,True,TRAPPIST-1e,15.0,False,0.0,0.0,0.0,0.0,0.0,Kleeiak Dischod,True,B,49,S
1180_01,Earth,False,TRAPPIST-1e,19.0,False,0.0,,957.0,4.0,0.0,Reneen Irwines,False,F,225,S
1182_01,Mars,True,55 Cancri e,64.0,False,0.0,0.0,0.0,0.0,0.0,Mits Pota,True,F,237,P
1182_02,Mars,False,TRAPPIST-1e,24.0,False,2997.0,0.0,3.0,0.0,7.0,Wee Pota,True,E,70,P
1182_03,Mars,False,TRAPPIST-1e,23.0,,60.0,1356.0,0.0,0.0,0.0,Ork Pota,True,F,237,P
1185_01,Mars,False,TRAPPIST-1e,30.0,False,,0.0,0.0,679.0,0.0,Alls Nutty,False,E,71,P
1186_01,Earth,False,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Card Browlerson,True,G,183,S
1186_02,Earth,False,TRAPPIST-1e,8.0,,0.0,0.0,0.0,0.0,0.0,Elany Browlerson,False,G,183,S
1186_03,Earth,True,TRAPPIST-1e,1.0,False,0.0,0.0,0.0,0.0,0.0,Harrie Browlerson,False,G,183,S
1186_04,Earth,False,TRAPPIST-1e,48.0,False,0.0,33.0,654.0,0.0,113.0,Oraryn Browlerson,True,F,227,S
1186_05,Earth,False,TRAPPIST-1e,12.0,False,0.0,0.0,0.0,0.0,0.0,Eriney Browlerson,False,G,183,S
1187_01,Earth,False,TRAPPIST-1e,30.0,False,0.0,575.0,180.0,4.0,44.0,Erick Matts,False,F,228,S
1187_02,Earth,False,TRAPPIST-1e,10.0,False,0.0,0.0,0.0,0.0,0.0,Hughan Matts,False,G,184,S
1187_03,Earth,False,TRAPPIST-1e,11.0,False,0.0,0.0,0.0,0.0,0.0,Stace Matts,False,G,184,S
1188_01,Europa,False,TRAPPIST-1e,58.0,False,204.0,4227.0,0.0,3026.0,61.0,Genubi Sorticbar,False,C,46,P
1190_01,Earth,False,TRAPPIST-1e,52.0,False,0.0,243.0,464.0,71.0,8.0,Melica Carpennels,True,E,72,P
1191_01,Earth,False,TRAPPIST-1e,36.0,False,0.0,0.0,0.0,0.0,1583.0,Annah Santry,False,F,229,S
1192_01,Earth,False,TRAPPIST-1e,32.0,False,600.0,670.0,0.0,187.0,0.0,Ivaney Moodman,False,F,238,P
1193_01,Europa,True,TRAPPIST-1e,16.0,False,0.0,0.0,0.0,0.0,0.0,Eleonon Presstic,True,B,50,S
1193_02,Europa,True,55 Cancri e,25.0,False,0.0,0.0,0.0,0.0,0.0,Solam Presstic,True,B,50,S
1195_01,Earth,False,55 Cancri e,28.0,False,2.0,558.0,0.0,0.0,0.0,Mael Lancis,True,F,239,P
1197_01,Europa,False,55 Cancri e,32.0,True,0.0,122.0,3700.0,337.0,1388.0,Wasatan Folhal,False,B,45,P
1198_01,Mars,False,TRAPPIST-1e,28.0,,42.0,1116.0,0.0,0.0,0.0,Rinnab Tie,True,,,
1199_01,Earth,False,TRAPPIST-1e,16.0,False,0.0,0.0,752.0,0.0,235.0,Lillen Hubbarnett,False,E,73,P
1203_01,Europa,False,55 Cancri e,50.0,True,0.0,5473.0,0.0,703.0,6381.0,Celava Unrent,False,B,51,S
1206_01,Earth,False,TRAPPIST-1e,20.0,False,71.0,8.0,513.0,354.0,0.0,Vana Powery,False,F,241,P
1208_01,Earth,False,TRAPPIST-1e,23.0,False,,0.0,6.0,30.0,200.0,Arllia Blainson,False,G,178,P
1210_01,Earth,True,TRAPPIST-1e,45.0,,0.0,0.0,0.0,0.0,0.0,Helean Brooker,True,G,179,P
1210_02,Earth,False,TRAPPIST-1e,23.0,False,393.0,510.0,0.0,0.0,5.0,Done Brooker,False,G,179,P
1211_01,Earth,True,PSO J318.5-22,53.0,False,0.0,0.0,0.0,0.0,0.0,Andyn Alvasquez,False,G,186,S
1211_02,Earth,True,TRAPPIST-1e,8.0,False,0.0,0.0,0.0,0.0,0.0,Curtle Alvasquez,False,G,186,S
1211_03,Earth,True,TRAPPIST-1e,6.0,False,0.0,0.0,0.0,0.0,0.0,Bethy Pollarkeeks,True,G,186,S
1211_04,Earth,True,TRAPPIST-1e,3.0,False,0.0,0.0,0.0,0.0,0.0,Erick Pollarkeeks,False,G,186,S
1211_05,Earth,False,55 Cancri e,13.0,False,1.0,212.0,843.0,78.0,10.0,Scotty Alvasquez,True,F,232,S
1211_06,Earth,True,TRAPPIST-1e,60.0,False,0.0,0.0,0.0,0.0,0.0,Ianna Alvasquez,False,G,186,S
1211_07,Earth,False,55 Cancri e,1.0,False,0.0,0.0,0.0,,0.0,Bretty Pollarkeeks,True,G,186,S
1212_01,Earth,False,TRAPPIST-1e,40.0,False,0.0,1.0,195.0,560.0,0.0,Luise Vales,False,G,180,P
1213_01,Earth,False,TRAPPIST-1e,51.0,False,0.0,,800.0,0.0,4.0,Lison Mckinsond,True,F,242,P
1214_01,Earth,True,55 Cancri e,31.0,False,0.0,0.0,0.0,0.0,0.0,Elanie Fulloydez,True,G,181,P
1215_01,Earth,True,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,Kaye Huntt,True,G,187,S
1216_01,Earth,False,TRAPPIST-1e,20.0,False,65.0,905.0,0.0,0.0,0.0,Iree Pentss,True,G,182,P
1218_01,Earth,False,TRAPPIST-1e,14.0,False,0.0,0.0,0.0,2143.0,7.0,Karah Gilleranks,False,F,243,P
1220_01,Europa,False,TRAPPIST-1e,23.0,False,0.0,592.0,0.0,345.0,810.0,Misamak Fanchy,False,E,76,P
1221_01,Earth,False,TRAPPIST-1e,4.0,False,0.0,0.0,0.0,0.0,0.0,Wine Alfordonard,False,G,188,S
1221_02,Earth,False,TRAPPIST-1e,20.0,False,0.0,0.0,0.0,1608.0,1.0,Tricky Alfordonard,False,E,87,S
1222_01,Earth,False,TRAPPIST-1e,75.0,False,0.0,493.0,0.0,131.0,132.0,Evenna Hubert,False,G,183,P
1223_01,Europa,True,55 Cancri e,24.0,False,0.0,0.0,0.0,0.0,0.0,Terope Coweboded,True,C,48,S
1225_01,Earth,False,TRAPPIST-1e,18.0,False,2.0,1311.0,60.0,28.0,1.0,Margia Morrodgers,True,F,244,P
1228_01,Mars,True,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,0.0,Snich Purle,True,,,
1228_02,Mars,False,TRAPPIST-1e,59.0,False,142.0,0.0,907.0,0.0,0.0,Newtch Purle,True,E,89,S
1229_01,Earth,False,TRAPPIST-1e,27.0,False,0.0,0.0,863.0,33.0,2.0,Nelsie Floydendley,True,F,245,P
1230_01,Earth,False,TRAPPIST-1e,38.0,False,354.0,34.0,0.0,291.0,229.0,Catha Gainebergan,False,G,189,S
1231_01,Mars,True,TRAPPIST-1e,41.0,False,0.0,0.0,0.0,0.0,0.0,Marms Emead,False,E,77,P
1232_01,Europa,True,TRAPPIST-1e,36.0,False,0.0,0.0,0.0,0.0,0.0,Sarthim Geraing,True,C,49,S
1232_02,Europa,False,55 Cancri e,29.0,False,0.0,42.0,0.0,4651.0,661.0,Tope Geraing,False,C,49,S
1233_01,Earth,True,PSO J318.5-22,22.0,False,0.0,0.0,0.0,0.0,0.0,Aarone Burryerson,True,G,184,P
1234_01,Earth,False,PSO J318.5-22,23.0,False,0.0,0.0,1250.0,0.0,0.0,Derina Lambles,True,F,236,S
1235_01,Earth,False,TRAPPIST-1e,32.0,False,27.0,393.0,1061.0,27.0,0.0,Lyn Scottuez,True,F,237,S
1236_01,Earth,False,55 Cancri e,21.0,False,614.0,43.0,0.0,1.0,0.0,Briany Lancock,False,F,246,P
1238_01,Europa,False,TRAPPIST-1e,26.0,False,0.0,1026.0,3301.0,831.0,356.0,Merops Pronfraked,True,C,50,S
1238_02,Europa,True,TRAPPIST-1e,61.0,False,0.0,0.0,0.0,0.0,0.0,,True,B,53,S
1239_01,Earth,False,PSO J318.5-22,30.0,False,585.0,13.0,122.0,40.0,105.0,Guye Klindsey,True,E,78,P
1240_01,Earth,False,TRAPPIST-1e,40.0,False,889.0,185.0,0.0,0.0,28.0,Nelsie Bookson,True,F,238,S
1242_01,Europa,False,55 Cancri e,37.0,False,0.0,4677.0,0.0,115.0,223.0,Antonon Clugeadry,True,C,48,P
1243_01,Europa,False,TRAPPIST-1e,41.0,False,0.0,4224.0,0.0,1374.0,1281.0,Tautrix Drivery,False,A,9,P
1243_02,Europa,False,TRAPPIST-1e,32.0,False,8168.0,69.0,11.0,371.0,0.0,Geno Oderient,False,A,9,P
1246_01,Earth,False,TRAPPIST-1e,30.0,False,0.0,192.0,0.0,565.0,0.0,Valey Schmondez,False,G,185,P
1248_01,Earth,False,PSO J318.5-22,27.0,False,0.0,,0.0,0.0,0.0,Landa Ewiseston,True,F,239,S
1250_01,Earth,False,TRAPPIST-1e,22.0,False,0.0,17.0,0.0,61.0,567.0,Dony Torrez,False,F,240,S
1254_01,Mars,False,TRAPPIST-1e,54.0,False,704.0,0.0,431.0,0.0,47.0,Cupers Breke,False,D,44,S
1254_02,Mars,False,TRAPPIST-1e,27.0,False,4.0,0.0,896.0,229.0,0.0,Babix Breke,False,F,241,S
1255_01,Mars,True,TRAPPIST-1e,52.0,False,0.0,0.0,0.0,,0.0,Shres Potte,True,F,242,S
1255_02,Mars,True,TRAPPIST-1e,15.0,False,0.0,0.0,0.0,0.0,0.0,Razzle Potte,True,F,242,S
1256_01,Mars,False,TRAPPIST-1e,27.0,False,1277.0,0.0,1.0,10.0,9.0,Hary Erpie,False,E,92,S
1258_01,Europa,False,55 Cancri e,30.0,False,0.0,3628.0,289.0,1737.0,4987.0,Tauva Cowsearney,False,A,10,P
1259_01,Earth,False,TRAPPIST-1e,19.0,False,0.0,0.0,619.0,0.0,142.0,Eulahy Mcguirez,False,F,243,S
1260_01,Earth,True,PSO J318.5-22,22.0,False,0.0,0.0,0.0,0.0,0.0,Glena Scotterkins,True,G,186,P
1261_01,Europa,False,55 Cancri e,43.0,False,1365.0,3106.0,0.0,50.0,2313.0,Brafirk Healted,False,C,49,P
1263_01,Mars,False,TRAPPIST-1e,25.0,False,1084.0,1.0,66.0,0.0,5.0,Batses Vloaf,False,F,244,S
1264_01,Earth,False,TRAPPIST-1e,51.0,False,0.0,1.0,0.0,51.0,945.0,Franda Roberrenn,False,E,79,P
1267_01,Earth,True,PSO J318.5-22,34.0,,0.0,0.0,0.0,0.0,0.0,Hencey Jacostaffey,True,G,191,S
1269_01,Mars,False,TRAPPIST-1e,21.0,False,2066.0,0.0,15.0,0.0,1.0,Gorn Pane,False,E,80,P
1271_01,Earth,True,PSO J318.5-22,21.0,False,0.0,0.0,0.0,0.0,0.0,Melara Hubbarrison,False,G,189,P
1273_01,Earth,False,TRAPPIST-1e,23.0,False,0.0,0.0,0.0,759.0,0.0,Teremy Cruzaley,False,F,246,S
1274_01,Earth,False,55 Cancri e,38.0,False,0.0,0.0,591.0,40.0,173.0,Claine Willangsey,False,F,254,P
1278_01,Earth,True,TRAPPIST-1e,30.0,False,0.0,0.0,0.0,0.0,0.0,Ren Howayery,False,G,190,P
1279_01,Europa,True,55 Cancri e,31.0,False,0.0,0.0,0.0,0.0,0.0,Sadark Dynigic,True,C,50,P
1280_01,Earth,False,PSO J318.5-22,44.0,False,0.0,178.0,482.0,0.0,0.0,Antone Leton,True,F,257,P
1281_01,Earth,True,TRAPPIST-1e,14.0,False,0.0,0.0,0.0,0.0,0.0,Andice Tranciams,False,G,193,S
1282_01,Earth,True,PSO J318.5-22,18.0,,0.0,0.0,0.0,0.0,0.0,Dony Handertiz,False,G,191,P
1283_01,Earth,False,TRAPPIST-1e,19.0,False,6.0,,1.0,714.0,0.0,Enrie Burchanez,False,G,194,S
1284_01,Mars,True,,,False,0.0,,0.0,0.0,0.0,Hal Knité,True,F,247,S
1285_01,Earth,False,55 Cancri e,36.0,False,286.0,415.0,16.0,0.0,0.0,Ricia Weaverays,False,F,258,P
1286_01,Mars,True,TRAPPIST-1e,10.0,False,0.0,0.0,0.0,0.0,0.0,Jackix Fache,True,F,248,S
1287_01,Mars,True,TRAPPIST-1e,1.0,False,0.0,0.0,0.0,0.0,0.0,Wilves Pimne,True,F,259,P
1287_02,Mars,True,55 Cancri e,4.0,False,0.0,0.0,0.0,,0.0,,True,F,259,P
1287_03,Mars,False,TRAPPIST-1e,21.0,False,733.0,0.0,1084.0,1.0,43.0,Diles Pimne,False,F,259,P
1288_01,Earth,False,TRAPPIST-1e,24.0,False,621.0,0.0,0.0,0.0,0.0,Nance Flemaney,False,G,192,P
1289_01,Earth,False,TRAPPIST-1e,8.0,False,0.0,0.0,0.0,0.0,,Idace Fultz,False,G,195,S
1289_02,Earth,False,TRAPPIST-1e,18.0,False,789.0,0.0,2.0,0.0,19.0,Chelsa Fultz,False,G,195,S
1291_01,Mars,False,TRAPPIST-1e,33.0,False,1758.0,59.0,4.0,0.0,0.0,Sceres Ponie,False,F,260,P
1292_01,Europa,False,55 Cancri e,31.0,True,0.0,27723.0,3.0,202.0,3146.0,Scharab Conale,True,B,55,S
1292_02,Europa,False,TRAPPIST-1e,43.0,False,105.0,368.0,268.0,842.0,13.0,Izarino Conale,True,B,55,S
1293_01,Earth,False,TRAPPIST-1e,20.0,False,213.0,0.0,,0.0,584.0,Elany Bertsontry,False,F,261,P
1294_01,Europa,True,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,Aldhib Gulcepusy,True,A,14,S
1294_02,Europa,True,PSO J318.5-22,30.0,False,0.0,0.0,0.0,0.0,0.0,Chamak Plegred,True,A,14,S
1294_03,Europa,False,TRAPPIST-1e,28.0,True,,0.0,,0.0,0.0,Dscheat Gulcepusy,False,A,14,S
1295_01,Earth,,TRAPPIST-1e,19.0,False,68.0,0.0,0.0,719.0,0.0,Nica Vaught,False,,,
1299_01,Earth,False,TRAPPIST-1e,22.0,False,0.0,0.0,675.0,5.0,0.0,Naomin Moodsey,True,F,250,S
1300_01,Earth,False,55 Cancri e,27.0,False,1.0,299.0,1.0,380.0,13.0,Loria Robins,False,F,251,S
1302_01,Mars,False,55 Cancri e,22.0,False,218.0,50.0,4817.0,146.0,256.0,Beah Erry,True,D,45,S
1304_01,Earth,True,55 Cancri e,2.0,False,0.0,0.0,0.0,0.0,0.0,Lyde Quinnedy,True,E,82,P
1304_02,Earth,False,TRAPPIST-1e,4.0,False,0.0,0.0,0.0,0.0,0.0,Mamina Carrishley,False,E,82,P
1304_03,Earth,False,TRAPPIST-1e,10.0,False,0.0,0.0,,0.0,0.0,Winia Quinnedy,False,E,82,P
1304_04,Earth,False,TRAPPIST-1e,9.0,False,0.0,0.0,0.0,0.0,0.0,Sethew Powenoble,True,E,82,P
1304_05,Earth,True,TRAPPIST-1e,37.0,False,0.0,0.0,0.0,0.0,0.0,Moniey Powenoble,False,E,82,P
1304_06,Earth,False,PSO J318.5-22,2.0,False,0.0,0.0,0.0,0.0,0.0,Margia Powenoble,True,E,82,P
1306_01,Europa,False,TRAPPIST-1e,44.0,False,0.0,3863.0,1.0,1010.0,514.0,Zaurah Irintious,True,B,56,S
1306_02,Europa,False,55 Cancri e,11.0,False,0.0,0.0,0.0,0.0,0.0,Alsham Irintious,True,B,56,S
1307_01,Earth,True,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,0.0,Andrey Norrison,False,G,193,P
1308_01,Europa,True,55 Cancri e,40.0,False,0.0,0.0,0.0,0.0,0.0,Diram Plegred,True,,,
1308_02,Europa,False,55 Cancri e,30.0,False,278.0,3300.0,0.0,8145.0,2519.0,Tachba Plegred,False,E,94,S
1308_03,Europa,False,55 Cancri e,37.0,False,0.0,439.0,0.0,3198.0,6.0,Grafi Plegred,False,E,94,S
1308_04,Europa,True,55 Cancri e,26.0,False,0.0,0.0,0.0,0.0,0.0,Medib Plegred,True,E,94,S
1309_01,Earth,False,TRAPPIST-1e,19.0,False,0.0,4.0,109.0,0.0,671.0,Regana Gordond,True,F,264,P
1310_01,Europa,False,TRAPPIST-1e,57.0,False,0.0,987.0,1.0,4948.0,53.0,Kitauon Coillery,False,C,52,S
1311_01,Mars,False,,1.0,False,0.0,0.0,0.0,0.0,0.0,Pios Make,True,F,265,P
1311_02,Mars,False,TRAPPIST-1e,17.0,False,948.0,47.0,292.0,0.0,0.0,Wale Make,False,F,265,P
1311_03,Mars,False,TRAPPIST-1e,26.0,False,1946.0,4.0,4.0,0.0,623.0,Muld Make,False,D,43,P
1312_01,Earth,True,55 Cancri e,21.0,False,0.0,0.0,0.0,0.0,0.0,Darley Blandez,True,G,194,P
1316_01,Europa,True,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,Sadrus Quelfly,True,E,95,S
1316_02,Europa,False,55 Cancri e,36.0,False,0.0,847.0,,4664.0,89.0,Arion Quelfly,False,E,95,S
1317_01,Mars,False,TRAPPIST-1e,25.0,False,2508.0,0.0,23.0,0.0,67.0,Ton Tité,False,F,266,P
1322_01,Earth,True,TRAPPIST-1e,40.0,False,0.0,0.0,0.0,0.0,0.0,Tonnie Masquez,True,G,196,P
1323_01,Earth,True,55 Cancri e,23.0,False,0.0,0.0,0.0,0.0,0.0,Jilla Gamberson,True,F,267,P
1324_01,Earth,True,55 Cancri e,2.0,False,0.0,0.0,0.0,0.0,0.0,Carona Gilleyons,False,G,199,S
1324_02,Earth,False,55 Cancri e,10.0,False,0.0,0.0,0.0,0.0,0.0,Wen Gilleyons,False,G,199,S
1324_03,Earth,True,TRAPPIST-1e,43.0,False,0.0,0.0,0.0,0.0,0.0,Lewise Gilleyons,True,G,199,S
1325_01,Earth,True,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Jimen Barbes,True,E,97,S
1325_02,Earth,False,TRAPPIST-1e,24.0,False,70.0,160.0,340.0,0.0,336.0,Wilmay Barbes,False,E,97,S
1325_03,Earth,True,TRAPPIST-1e,42.0,False,0.0,0.0,0.0,0.0,0.0,Lilasa Barbes,True,E,97,S
1326_01,Mars,False,TRAPPIST-1e,30.0,False,1450.0,0.0,,0.0,1147.0,Wales Gelte,False,F,257,S
1326_02,Mars,False,TRAPPIST-1e,19.0,False,1507.0,0.0,260.0,0.0,0.0,Stote Gelte,False,F,257,S
1328_01,Earth,True,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,Joandy Rigginsen,False,G,198,P
1330_01,Mars,False,TRAPPIST-1e,47.0,False,405.0,0.0,193.0,458.0,0.0,Sts Mare,False,D,46,S
1330_02,Mars,False,TRAPPIST-1e,28.0,False,120.0,8.0,1128.0,1.0,7.0,Hocops Datty,True,D,46,S
1331_01,Earth,True,PSO J318.5-22,24.0,False,0.0,0.0,0.0,0.0,0.0,Cathya Alshipson,True,G,200,S
1332_01,Earth,False,TRAPPIST-1e,29.0,False,28.0,0.0,561.0,203.0,0.0,Kayd Hurchez,False,E,98,S
1333_01,Earth,False,PSO J318.5-22,32.0,False,0.0,486.0,0.0,229.0,26.0,Elindy Fryes,False,F,269,P
1335_01,Earth,True,TRAPPIST-1e,44.0,False,0.0,0.0,0.0,0.0,0.0,Shan Moodsey,False,G,199,P
1336_01,Earth,True,TRAPPIST-1e,17.0,False,0.0,0.0,0.0,0.0,0.0,,True,G,201,S
1337_01,Earth,,55 Cancri e,35.0,False,775.0,14.0,0.0,610.0,4.0,Brank Shermann,False,F,258,S
1340_01,Earth,True,TRAPPIST-1e,23.0,False,0.0,0.0,0.0,0.0,0.0,Pamiea Harrenoldez,False,G,203,S
1342_01,Earth,False,TRAPPIST-1e,34.0,False,0.0,118.0,5.0,0.0,761.0,Darry Mayder,False,G,200,P
1345_01,Earth,False,TRAPPIST-1e,25.0,False,1174.0,0.0,18.0,721.0,0.0,Mistie Flowensley,False,F,260,S
1347_01,,False,TRAPPIST-1e,67.0,False,0.0,761.0,0.0,1.0,0.0,Karah Horners,True,F,271,P
1348_01,Europa,False,TRAPPIST-1e,22.0,False,0.0,1531.0,0.0,369.0,2969.0,Batan Balightal,False,B,57,S
1348_02,Europa,True,TRAPPIST-1e,,False,0.0,0.0,0.0,0.0,0.0,Aske Balightal,True,B,57,S
1350_01,Earth,True,55 Cancri e,27.0,False,0.0,0.0,0.0,0.0,0.0,Sharie Cleang,True,G,206,S
1350_02,Earth,False,TRAPPIST-1e,14.0,False,1489.0,2.0,126.0,460.0,72.0,Isa Cleang,False,F,261,S
1350_03,Earth,False,PSO J318.5-22,42.0,False,491.0,106.0,8.0,202.0,0.0,Mamina Cleang,False,G,206,S
1350_04,Earth,True,PSO J318.5-22,19.0,False,0.0,0.0,0.0,0.0,0.0,Lulah Cleang,False,G,206,S
1351_01,Earth,False,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,0.0,,False,G,202,P
1352_01,Mars,False,TRAPPIST-1e,31.0,False,43.0,782.0,1.0,660.0,0.0,Sps Gerry,False,F,272,P
1353_01,Mars,False,TRAPPIST-1e,10.0,False,0.0,0.0,0.0,0.0,0.0,Dontch Tepie,True,F,262,S
1353_02,Mars,False,TRAPPIST-1e,39.0,False,1535.0,0.0,340.0,0.0,723.0,Beant Tepie,False,F,262,S
1353_03,Mars,True,TRAPPIST-1e,41.0,False,0.0,0.0,0.0,0.0,,Cings Tepie,True,F,262,S
1353_04,Mars,False,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Fex Tepie,True,F,262,S
1355_01,Earth,True,PSO J318.5-22,22.0,False,0.0,0.0,0.0,0.0,0.0,Timmie Paynard,True,G,203,P
1356_01,Earth,False,TRAPPIST-1e,21.0,False,0.0,39.0,0.0,310.0,539.0,Leony Rothewson,False,G,207,S
1357_01,Mars,True,TRAPPIST-1e,40.0,False,0.0,0.0,0.0,0.0,0.0,Bet Stre,True,D,48,S
1360_01,Earth,False,TRAPPIST-1e,25.0,False,0.0,997.0,0.0,0.0,0.0,Terta Blandez,True,E,100,S
1362_01,Earth,False,TRAPPIST-1e,23.0,False,0.0,1268.0,0.0,119.0,2.0,,False,F,265,S
1365_01,Europa,False,55 Cancri e,33.0,False,77.0,2381.0,0.0,3656.0,150.0,Alkeson Exnutch,False,B,58,S
1365_02,Europa,True,TRAPPIST-1e,20.0,False,0.0,0.0,0.0,0.0,0.0,Anchird Exnutch,True,B,58,S
1366_01,Earth,True,55 Cancri e,40.0,False,0.0,,0.0,0.0,0.0,Searla Hestes,True,G,206,P
1368_01,Earth,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,Iandy Lanks,False,G,208,P
1370_01,Earth,False,TRAPPIST-1e,21.0,False,965.0,0.0,23.0,3.0,0.0,Timmy Waterson,False,E,102,S
1371_01,Mars,,TRAPPIST-1e,25.0,False,591.0,466.0,0.0,0.0,0.0,Dunch Kuche,False,D,44,P
1375_01,Earth,False,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,Aleen Sykess,False,G,208,S
1375_02,Earth,False,TRAPPIST-1e,19.0,False,0.0,3.0,946.0,0.0,0.0,Gwendy Sykess,False,F,267,S
1376_01,Earth,True,TRAPPIST-1e,41.0,False,0.0,0.0,0.0,0.0,0.0,Karia Delez,False,G,211,P
1377_01,Europa,False,TRAPPIST-1e,43.0,False,0.0,2801.0,537.0,42.0,144.0,Coxah Coniple,True,C,52,P
1378_01,Earth,False,TRAPPIST-1e,19.0,False,245.0,41.0,550.0,,0.0,Joyces Caineson,False,G,212,P
1378_02,Earth,False,TRAPPIST-1e,22.0,False,926.0,0.0,0.0,0.0,78.0,Ellena Caineson,True,F,275,P
1379_01,Earth,False,TRAPPIST-1e,16.0,False,0.0,30.0,0.0,769.0,4.0,Lillen Mcgowaymond,False,F,268,S
1380_01,Europa,False,55 Cancri e,42.0,False,0.0,21.0,0.0,2735.0,3604.0,Quarke Fuleng,False,C,53,S
1381_01,Earth,True,PSO J318.5-22,20.0,False,0.0,0.0,0.0,0.0,0.0,Stevey Hoopez,True,G,209,S
1382_01,Earth,False,,35.0,False,0.0,1125.0,429.0,0.0,55.0,Ritany Daughttley,False,E,104,S
1383_01,Europa,True,TRAPPIST-1e,53.0,False,0.0,0.0,0.0,0.0,0.0,Rasatik Resendent,True,D,49,S
1384_01,Earth,False,TRAPPIST-1e,17.0,False,21.0,0.0,690.0,260.0,5.0,Violan Mayods,False,E,105,S
